Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Letstransport,2015,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,1313500.0,Seed,2020-01-01
Gabbardeals,2016,Pune,Ecommerce,Online-to-Offline platforms for mobile phones & accessories,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,3000000.0,Seed,2020-01-01
Crimson Healthcare,2015,Delhi,Med Tech,It innovates cutting edge solutions for various problems in the healthcare system,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,229800.0,Series A,2020-01-01
Biomoneta,2016,Bangalore,Life Sciences,It develops germicidal technologies,Dr Janani Venkatraman,"Beyond Next Ventures, Arthavida Ventures, Dr Aniruddha Malpani",3000000.0,Seed Round,2020-01-01
Edvizo,2016,Bangalore,Edtech,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Ravi Nishant,Inflection Point Ventures,150000.0,Seed Round,2020-01-01
Servify,2016,Mumbai,Saas,Operates device management and support platform,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",11370000.0,Series C,2020-01-01
Drum Food,2016,Mumbai,Food,It runs yoghurt brand Epigamia,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",5305000.0,Series B,2020-01-01
Innoviti,2002,Bangalore,Saas,Digital payments solutions company,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",3000000.0,Series C,2020-01-01
Jiffy Ai,2018,Delhi,Ai,Enterprise automation startup,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A,2020-01-01
Postman,2014,New Delhi,Tech,API development platform startup,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C,2020-01-01
F5,2018,Thane,Retail Aggregator,It provides opportunities for its partner vendors to upsell and cross-sell their products.,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,3000000.0,Series B,2020-01-01
Waycool,2015,Chennai,Agritech,Food development and distribution services,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,5500000.0,Series C,2020-01-01
Myelin Foundry,2019,Bangalore,Deep Tech Ai,"It builds AI based algorithms on video, voice and sensor","Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,3000000.0,Seed Round,2020-01-01
Ameliorate Biotech,2016,Bangalore,Biotech,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.","Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","Padup, Villgro Usa, Vinners, Letsventure, Sine Iit Bombay, Derbi",264000.0,Angel Round,2020-01-01
Hapramp,2018,Gurugram,Blockchain,Startup working on technologies like blockchain and social media,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,1000000.0,Pre series A,2020-01-01
Mykaam,2016,Bangalore,Hrtech,Online job searching and recruiting platform,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",3000000.0,Pre series A,2020-01-01
Healthplix,2016,Bangalore,Healthtech,It provides clinical software for doctors,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","Jsw Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,2020-01-01
Yolobus,2019,Gurugram,Mobility/Transport,Intercity bus service startup,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,3300000.0,Series A,2020-01-01
Inurture Education,2016,Noida,Edtech,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,Kimera Ltd,4000000.0,Series A,2020-01-01
Pocket52,2017,Bangalore,Gaming,An online poker playing platform,Nitesh Salvi,Gameskraft,1750000.0,Series A,2020-01-01
Quaqua,2016,Hyderabad,Travel,Virtual travel guide platform,"Purav Shah, Sandesh Reddy",Anthill Ventures,1000000.0,Seed Round,2020-01-01
Crofarm,2016,Delhi,Agritech,Supply chain that supports farmers and provides businesses with freshest produce,"Prashant Jain, Varun Khurana",Smile Group,1000000.0,Seed,2020-01-01
Timios,2016,Bangalore,Foodtech,Provides healthy snacks for kids,Aswani Chaitanya,Rangsons Technologies,3000000.0,Pre series A,2020-01-01
Wooden Street,2015,Jaipur,Ecommerce,It enables to order custom furniture online,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",Ian Fund,3000000.0,Series A,2020-01-01
Bankbazaar,2008,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,",Wsv Capital,5967000.0,Series D1,2020-01-01
Rentmojo,2012,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,Series C,2020-01-01
Credgencies,2018,Thane,Ai & Debt,Tech-enabled platform for resolution of non-performing assets,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,3000000.0,Seed Round,2020-01-01
Knorish,2016,Delhi,Saas/Edtech,All-in-one knowledge commerce SaaS platform,"Kinner N Sacchdev, Rakhi Wadhwa",100X Vc,323000.0,Pre series A,2020-01-01
Letstransport,2015,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,Pre series A,2020-01-01
Vahak,2017,Singapore,Transport,It enables logistic companies to conncet with transporters,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",3000000.0,Seed Round,2020-01-01
Nutrova,2013,Mumbai,Nutrition,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",Akshay Pai,Dsg Consumer Partners,3000000.0,Pre series A,2020-01-01
Cube Wealth,2018,Mumbai,Saas,A digital wealth management services,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",500000.0,Mid series,2020-01-01
Ivf Access,2019,Bangalore,Healthtech,It provdes IVF treatments,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures Sea & India,5000000.0,Series A,2020-01-01
Hoi Foods,2017,Delhi,Foodtech,Quality food solution,Indrajeet Roy,Crowd Fund,2000000.0,Pre series A,2020-01-01
Ola Financial Services,2016,Bangalore,Fintech,It operates Ola Money,Bhavish Aggarwal,Matrix Partners,27000000.0,Series A,2020-01-01
Awifs,2015,Delhi,Co-Working,Provides office space solutions,Amit Ramani,"Bisque Limited, Link Investment Trust.",5200000.0,Pre series A,2020-01-01
Dunzo,2014,Bangalore,Logistics,India-based hyperlocal delivery startup,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,55000000.0,Seed,2020-01-01
Swiflearn,2019,Gurugram,Edtech,Learning platform for K-10 students looking for personalised learning,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",3000000.0,Seed Round,2020-01-01
Remedo,2017,Delhi,Healthtech,The platform connects doctors with patients,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,3000000.0,Pre series A,2020-01-01
Blowhorn,2014,Bangalore,Logistics,Tech platform that connects logistics service seekers with mini-truck drivers,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,3000000.0,Pre series A,2020-01-01
Toch,2016,Mumbai,Ai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos","Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0,Pre series A,2020-01-01
Gram Cover,2016,Noida,Insurtech,It provides insurance products in rural areas,Jatin Singh,"Emvc, Flourish, Omidyar Network India",3000000.0,Pre series A,2020-01-01
Coin Dcx,2018,Mumbai,Cryptocurrency,Hybrid crypto exchange platform,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,2500000.0,Series B,2020-01-01
Homecapital,2016,Mumbai,Fintech,Home Down Payment Assistance Program,Lalit Menghani,Varanium Nexgen Fund,3000000.0,Series C,2020-01-01
Euler Motors,2016,Delhi,Automotive Tech,Startup focusses on electric vehicles,Saurav Kumar,Inventus Iii India Fund,2530000.0,Series A,2020-01-01
Riskcovry,2018,Mumbai,Insurtech,Offers various insurance products,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, And Better Capital",3000000.0,Pre series A,2020-01-01
Nwnt (No Worry No Tension Healthcare),2016,Delhi,Healthtech,Mental healthtech startup,Sandeep Vohra,Amit Burman,3000000.0,Pre series A,2020-01-01
Voicezen,2016,Gurugram,Ai,Conversational AI startup,Anurba Nath,Bharti Airtel,3000000.0,Series B,2020-01-01
Leap Club,2016,Gurugram,Cosmetics,Community led professional network for women,"Ragini Das, Anand Sinha","Whiteboard Capital, Firstcheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Pre seed round,2020-01-01
Credit Mantri,2012,Chennai,Fintech,Offers free credit score and a detailed credit analysis report,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","Idg Ventures, Elevar Equity, Accion",792000.0,Series B,2020-01-01
Xtracap,2016,Gurugram,Fintech,"Offers online payment solution,schemes, order management, insurance etc.,",Mohammed Riaz,Angel Investors,1000000.0,Seed,2020-01-01
Tring,2019,Mumbai,Media,Celebrity engagement platform,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",3000000.0,Seed,2020-01-01
Vakilsearch,2010,Chennai,Legal,"Online platform for legal, tax and compliance services",Hrishikesh Datar,Sujeet Kumar,3000000.0,Seed Round,2020-01-01
Khatabook,2016,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,B Capital Group,60000000.0,Series B,2020-01-01
Lendingkart,2014,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, Indiaquotient",11363000.0,Series D,2020-01-01
Illumnus,2016,Hyderabad,Edtech,Offers Collaborative learning management system for educational institutions,"Akash Deep Singhal, Akshaya Singhal",Angel Investors. Hni,100000.0,Seed Round,2020-01-01
Letstransport,2015,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,Series B,2020-01-01
Eggoz,2017,Bihar,Agritech,"Provides technology backed, deep integration services to egg farmers",Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Seed Round,2020-01-01
Winuall,2018,Bangalore,Edtech,It helps coaching institutes in digitization,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",3000000.0,Series C,2020-01-01
Indian School Finance Company,2016,Hyderabad,Fintech,NBFC that provides funding to education system,Saurabh Saxena,Gray Matters Capital,5271000.0,Seed Round,2020-01-01
Juicy Chemistry,2014,Indore,Saas,It focuses on organic based skincare products,Pritesh Asher,Akya Ventures,650000.0,Series A,2020-01-01
Deeptek,2018,Pune,Healthtech,AI enabled radiology platform,"Amit Kharat, Ajit Patil, Aniruddha Pant",Ghv Accelerator,3000000.0,Series C,2020-01-01
Stepathlon Lifestyle,2012,Mumbai,Fitness,It organises corporate wellness programs,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",3000000.0,Series B,2020-01-01
Sindhuja Microcredit,2018,Noida,Fintech,It provides financial services to self employed women entrepreneurs,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,8700000.0,Series C,2020-01-01
Rentmojo,2012,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Chiratae Ventures, Accel Partners, Bcip Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,Pre series A,2020-01-01
Tesco Charge Zone,2016,Gujarat,Ev,Operates electric vehicle charging zone,Kartikey Hariyani,Mumbai Angels Network,3000000.0,Series C,2020-01-01
Intello Labs,2016,Gurugram,"Supply Chain, Agritech",Standardisation and Quality control of fruits & vegetables,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,5900000.0,Series A,2020-01-01
Sirionlabs,2012,Gurugram,Saas,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Series C,2020-01-01
Magicpin,2015,Gurugram,Agritech,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,Series B,2020-01-01
Grocurv,2019,Gurugram,B2B,"It offers a wide range of business related services like Branding, marketing, sales etc.,","Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,3000000.0,Seed Round,2020-01-01
Refrens,2019,Bangalore,Saas,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed Round,2020-01-01
Shiprocket,2017,Hyderabad,Logitech,Tech enabled logistics aggregator,Saahil Goel,"Tribe Capital, Innoven Capital, Bii",13000000.0,Series C,2020-01-01
Spyne,2016,Gurugram,Ai,Helps online businesses with visual content,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",3000000.0,Pre series A,2020-01-01
Nykaa,2012,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview Capital,8800000.0,Series B,2020-01-01
Docsapp,2015,Bangalore,Healthtech,Online doctor consultation app,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund Llc",9500000.0,Series C,2020-01-01
Phable,2018,Thane,Healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app","Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,1000000.0,Pre series A,2020-01-01
Generic Aadhaar,2016,Delhi,Pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,Arjun Deshpande,Ratan Tata,3000000.0,Pre series A,2020-01-01
Nium,2016,Thane,Fintech,Open global money platform,Prajit Nanu,"Visaventures, Bri Ventures",3000000.0,Series A,2020-01-01
Mintoak,2016,Mumbai,Fintech,Merchant payment solutions startup,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Pre series A,2020-01-01
Vestspace,2018,Pune,Spacetech,It builds small satellite paltforms,Arun Kumar Sureban,Next Capital,10000000.0,Seed Round,2020-01-01
Blackbuck,2015,Bangalore,Logistics,Provides trucking services,Rajesh Yabaji,Trifecta Venture,3000000.0,Pre series A,2020-01-01
Vernacular Ai,2016,Bangalore,Ai,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, Ian Fund",5100000.0,Series A,2020-01-01
Clover,2016,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash Br, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,920000.0,Series B,2020-01-01
Varthana,2016,Bangalore,Fintech,Offers secured and unsecured loans,Steve Hardgrave,Chryscapital,15000000.0,Series D,2020-01-01
Codeninja,2016,Bangalore,Saas,AI-powered 'no-code' platform which can generate application development code,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, Easyndicate",3000000.0,Seed Round,2020-01-01
Metamerphosys,2016,Pune,Insurance Technology,Digital insurance platform for businesses,"Amit Naik, Kewal Vargante",Good Capital,3000000.0,Pre series A,2020-01-01
Rooter,2016,Delhi,Gaming,Live sports engagement platform,"Piyush, Dipesh Agarwal","Paytm, Lead Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Pre series A,2020-01-01
Aker Foods,2019,Pune,Foodtech & Logistics,Ai driven supply chain platform,Suraj Saste,Mumbai Angels Network,3000000.0,Series C,2020-01-01
Sascan Meditech Pvt Ltd,2015,Kerala,Healthtech,They are developing technology that can detect early cancerous cells,Dr Subhash Narayanan,Unicorn India Ventures,3000000.0,Series C,2020-01-01
Dailyhunt,2009,Jaipur,Media,News aggregator,Virendra Gupta,Lupa India,35600000.0,Series A,2020-01-01
Pratilipi,2014,Bangalore,Media,A digital platform that connects readers and writers in various languages,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,9400000.0,Series C,2020-01-01
Biryani By Kilo,2016,Delhi,Food,Online paltform to order biryani,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0,Series B,2020-01-01
Consure Medical,2016,Delhi,Healthtech,"Novel platform technologies to manage, diagnose, and treat various GI disorders","Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",480000.0,Pre series A,2020-01-01
Servify,2016,Mumbai,Edtech,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,Sreevathsa Prabhakar,Barkawi,250000.0,Series A,2020-01-01
Tessol,2016,Mumbai,Logistics,It provides end to end cold chain logistics solutions,Rajat Gupta,1Funds Domestic Scheme,160000.0,Series A,2020-01-01
Remedo,2016,Noida,Healthtech,"It helps doctors engage with patients, improve patient experience",Harsh Bansal,Riverrock Ventures,3000000.0,Pre series A,2020-01-01
News Reach,2018,Ahmedabad,Media,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Darshan Shah,Mumbai Angels Network,3000000.0,Seed Round,2020-01-01
Roomsoom,2016,Noida,Housing,It provides co-living and student rooms,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,3000000.0,Series A,2020-01-01
Pedagogy,2015,Gurgaon,Edtech,It has a single subscription model that allows users to access books and digital courses.,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,400000.0,Series B,2020-01-01
Classplus,2008,Delhi,Edtech,"It provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",Rtp Global,8200000.0,Series B,2020-01-01
Medlife,2014,Bangalore,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Hero Fincorp,15500000.0,Pre series A,2020-01-01
