company,sector,amount,description,year,stage,location,founded,founders,investor
Brick&Bolt,unknown,1500000.0,Operates in the residential construction space,2020,Pre series A,Bangalore,2018.0,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge
HempStreet,HealthTech,1000000.0,Manufacturer of ayurvedic medicines based on cannabis,2020,Pre series A,unknown,2019.0,Abhishek Mohan,Pharmacon Holdings
MoEngage,Marketing,25000000.0,Customer analytics and cross-channel engagement platform,2020,Series C,Bangalore,0.0,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures
Classplus,EdTech,2500000.0,It allows coaching centres to take their brick-and-mortar setup online,2020,Pre series A,unknown,2018.0,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia"
Chaayos,Beverages,21500000.0,Provides customised range of tea,2020,unknown,unknown,2012.0,"Nitin Saluja, Raghav Verma",Think Investment
PetPooja,SaaS,2000000.0,Restaurant management software provider,2020,unknown,Ahmedabad,2011.0,Apurv Patel,Udaan
Altor,Tech,0.0,Makes helmets that are IoT and AI enabled,2020,unknown,unknown,0.0,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts
Pepperfry,E-market,40000000.0,Online home furniture marketplace,2020,Series F,Mumbai,2013.0,"Ambareesh Murty, Ashish Shah",Pidilite Industries
FirstCry,E-market,296000000.0,Baby products marketplace,2020,Series E,Pune,2010.0,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund
Byju,EdTech,200000000.0,Provides online learning classes,2020,unknown,unknown,2011.0,Byju Raveendran,General Atlantic
Waycool,AgriTech,32000000.0,Food development and distribution services,2020,Series C,Chennai,2015.0,Karthick Jayraman and Sanjay Dasari,LightBox Ventures
WorkIndia,HR Tech,6000000.0,An online and mobile-based platform that connects companies with blue collar employees.,2020,unknown,unknown,0.0,Kunal Patil,Xiaomi
Qyuki,Media,3500000.0,Multi-channel broadcast network,2020,unknown,Mumbai,0.0,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund
Leap India,AgriTech,30000000.0,Agricultural warehousing and logistics company,2020,Series B,Coimbatore,0.0,Narain Karthikeyan.,Neev Fund
Picxy,Media,250000.0,Stock photo industry,2020,unknown,Hyderabad,0.0,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
Krimanshi,AgriTech,20000.0,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020,unknown,Jodhpur,0.0,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet
NEETprep,EdTech,0.0,Provides crash course for NEET preparation,2020,unknown,Delhi,0.0,Kapil Gupta,IndiaQuotient
Dot Pvt. Ltd,FinTech,8000000.0,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,Seed Round,Gurugram,0.0,Shailaz Nag,"PayU, Fosun RZ Capital"
Kuku FM,Media,5500000.0,A podcast platform,2020,Series A,Mumbai,0.0,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures
SuperMoney,FinTech,1000000.0,Provides financial tools for effective business making,2020,Pre series A,Mumbai,2018.0,Nikhil Banerjee,Unitus Ventures.
Rebel Foods,Food tech,4900000.0,It runs internet kitchen,2020,unknown,unknown,0.0,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital
AlphaVector,E tailor,0.0,It sells modern age bicycles named FROG,2020,unknown,Bangalore,2015.0,Sachin Chopra,"Avaana Capital, Titan Capital"
Fox Capital,FinTech,2500000.0,Digital lending startup,2020,unknown,Jaipur,2019.0,Rakesh Sharma,Institutional Investors
Tribe Theory,Accomodation,3500000.0,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020,unknown,Bangalore,0.0,Katie Russel and Daniel Wiegand,Tim Draper
Fleetx,SaaS,1402400.0,Fleet management and predictive analytics platform,2020,Series A,unknown,0.0,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext
Embibe,EdTech,12618300.0,It provides AI-based data analytics to personalise learning outcomes,2020,unknown,Mumbai,0.0,Aditi Avasthi,Reliance Industries Limited (RIL)
Entri,EdTech,1400000.0,It is a app that provides different types of learning content in local languages,2020,Seed Round,Kochi,2017.0,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital
Oye! Rickshaw,E-mobility,10000000.0,App-based electric rickshaw hailing service,2020,Series A,unknown,0.0,Akash Deep,Chiratae Ventures
Seal Professional,EdTech,0.0,Trains students in managemnt and leadership skills and also helps in placement,2020,Pre series A,Bangalore,2012.0,unknown,Equanimity Ventures
Sprinng Foods,Food,0.0,Provides Gluten-free food,2020,unknown,Mumbai,0.0,Tarun Khanna,"Mistletoe, Info Edge Asia"
1MG,HealthTech,9900000.0,Online pharmacy,2020,unknown,Gurugram,2015.0,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation
Aagey,FinTech,0.0,Provides financial assistance to MSMEs,2020,unknown,Bangalore,0.0,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain"
Doubtnut,EdTech,15000000.0,Multi-lingual digital solutions platform for students,2020,Series A,Gurugram,2017.0,"Tanushri Nagori, Aditya Shankar",Tencent
AdonMo,Ad-tech,3000000.0,It is an online and outdoor advertising company,2020,unknown,Bangalore,2017.0,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial
RACEnergy,E-mobility,0.0,It builds electric vehicles and supporting infrastructure,2020,Seed Round,unknown,2018.0,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures"
BharatPe,FinTech,100000000.0,Digital payments platform,2020,unknown,Delhi,2018.0,Ashneer Grover,Coatue Management
Kisan Network,AgriTech,3000000.0,Integrated supply chain for farmers to sell their produce directly to buyers,2020,Seed Round,Gurugram,2015.0,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira
Vogo,Automotive,35000000.0,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,Series C,Bangalore,2016.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada
Yolo,Transport,600000.0,Intercity transportation startup,2020,Seed Round,Gurugram,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed
Unotech,SaaS,2000000.0,It develops fully-customisable open source software,2020,unknown,Mumbai,2011.0,Vikash Jha,Manish Choksi
Zetwerk,Marketplace,2200000.0,B2B marketplace that connects manufacturing companies for industrial equipements,2020,unknown,Bangalore,2018.0,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital
CureSkin,HealthTech,500000.0,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2020,unknown,Bangalore,2017.0,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures
WizKlub,EdTech,982530.0,Helps students solve problems at complex level,2020,Seed Funding,Bangalore,2018.0,Amit Bansal,Incubate Fund India
Interviewbit,EdTech,200000000.0,Platform that provides coding and interview preparation course by industry professionals from tech companies,2020,Series A,Pune,2014.0,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
MoneyTap,FinTech,70185200.0,App-based consumer credit line that gives customers access to credit on tap.,2020,Series B,unknown,2016.0,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
Uniplatform Tech,SaaS,0.0,Runs real estate SaaS platform MultiplyMyLeads.com.,2020,unknown,Delhi,2015.0,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP"
INdwealth,FinTech,12000000.0,An Artificial Intelligence and Machine learning based wealth management platform,2020,Series C,Gurugram,0.0,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners"
Bizongo,Marketplace,30000000.0,A B2B marketplace for packaging materials,2020,Series C,Mumbai,2015.0,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq
AppsFlyer,SaaS,210000000.0,Mobile marketing analytics and attribution platform,2020,Series D,Bangalore,2011.0,"Oren Kaniel, Reshef Mann",General Atlantic
Digit Insurance,Insurtech,84000000.0,General Insurance Company,2020,unknown,Bangalore,0.0,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital"
Livspace,Interior Design,60000000.0,It offers end-to-end home design experience for homeowners and home designers,2020,Series D,Bangalore,2014.0,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment"
GetVantage,FinTech,0.0,Revenue based finance provider,2020,Seed Round,Mumbai,0.0,Bhavik Vasa,"Samyakth Capital, Venture Catalysts"
Konfinity,EdTech,0.0,Provides online coding courses,2020,unknown,Noida,2018.0,"Navratn Singh, Kamal Pandey",Angel investors
Pine Labs,FinTech,0.0,Retail payment and hardware company,2020,unknown,Noida,0.0,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard
Instoried,SaaS,0.0,Augmented writing platform which improves customer interest and engagement.,2020,unknown,Delhi,0.0,Sharmin Ali,"SOSV, Chinaccelerator"
Nupay,Neo-banking,0.0,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",2020,unknown,Haryana,0.0,"Neeraj Singh, Alok Arora",Venture Catalysts
LogiNext,Transport Automation,39000000.0,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2020,Series B,unknown,0.0,"Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital"
Samosa Singh,Food,2700000.0,Offers hygienic Indian Snacks,2020,Series A,Bangalore,2016.0,"Shikhar Veer Singh, Nidhi Singh",She Capital
Crysta,HealthTech,1403400.0,Offers diagnostic and screening services with regular counselling and clinical data management,2020,Pre Series A,Delhi,2018.0,unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,EdTech,4300000.0,"Provides technology-led, subscription-based learning solutions to schools",2020,Series A,New Delhi,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures
Bounce,Automotive and Rentals,105000000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,Series D,Bangalore,2014.0,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
Park+,Techonology,11000000.0,It is engaged in bringing digitization in parking,2020,unknown,unknown,0.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners India"
Goodmylk,Dairy,400000.0,Provides Vegan dairy products,2020,Seed Round,Bangalore,2017.0,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,SaaS,1000000.0,It tracks customers’ real-time digital behaviour,2020,unknown,unknown,2019.0,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors
Skylo,IoT,103000000.0,Provides affordable and ever present network that connects machines or sensors,2020,Series B,unknown,2017.0,Trivedi,SoftBank Group
Tea Trunk,Beverage,220000.0,Global premium tea brand,2020,unknown,Goa,2013.0,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors
Zoomcar,Transport & Rentals,30000000.0,A car rental service platform,2020,Series D,Bangalore,2013.0,"Greg Moran, David Back",Sony Innovation Fund
Mera Cashier,FinTech,250000.0,App meant for small and micro businessmen to manage their transactions digitally,2020,Seed Round,Noida,2019.0,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal"
Samya AI,SaaS,6000000.0,Revenue growth AI startup in the consumer packed goods (CPG) space,2020,Seed Round,unknown,2019.0,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India
Kristal AI,AI,6000000.0,Provides Algorithm-based financial services,2020,Series A,unknown,2016.0,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures
Invento Robotics,AI Robotics,281300.0,Known for Mitra Series of Robots,2020,Seed Round,unknown,0.0,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund"
Zimyo,HR Tech,0.0,Automates everyday HR processes with integrated solutions,2020,unknown,Gurugram,2018.0,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN)
Sabse Sasta Dukaan,Pharmaceutical,0.0,Online pharmacy dealing in medicines,2020,unknown,Kolkata,2016.0,"Anish Agarwal, Anant Jain",Angel investors
Fitphilia,HealthTech,0.0,Provides IoT-enabled treadmill,2020,unknown,Mumbai,0.0,Nirav Patil,Angel investors
Medicus,HealthTech,12700.0,AI-based platform that explains and interprets blood tests and medical reports,2020,unknown,Mumbai,0.0,"Bhavesh Shah, Manav Shah",Angel investors
Monech,FinTech,12700.0,Automated platform which will help users to take their financial decisions,2020,Seed Round,Mumbai,0.0,unknown,Angel investors
Teach Us,EdTech,12700.0,Educational portal which enables the students to access information related to education at one common platform,2020,Seed Round,unknown,0.0,unknown,Angel investors
Dealberg,B2B marketplace,0.0,Deals in office supplies,2020,unknown,Bangalore,0.0,Abhishek Emmanuel,Undisclosed
Phenom People,HR Tech,30000000.0,It redefines the means to search for a job and recruit top talent,2020,Series C,unknown,2010.0,Mahe Bayireddi,WestBridge Capital
Extra Edge,EdTech,700000.0,Admission Marketing Automation software for the education industry,2020,Pre Series A,Pune,0.0,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,FinTech,600000.0,Investment advisor,2020,unknown,Bangalore,2016.0,Sousthav Chakrabarty,Undisclosed
Karfa,Ecommerce,25000.0,It sells products crafted by artisans,2020,Seed Round,Delhi,0.0,Kartikeya Goel,Undisclosed
Gamerji,Gaming,400000.0,Esports tournament platform,2020,unknown,unknown,2019.0,"Soham Thacker, Varun Gajjar",La Gajjar Group
Bounce,Automotive and Rentals,97500000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,Series D,Bangalore,2014.0,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
Zinier,Automation,90000000.0,Provides intelligent field service automation,2020,Series C,Bangalore,2015.0,Arka Dhar,ICONIQ Capital
ProEves,Preschool Daycare,507000.0,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2020,Seed Round,Delhi,2016.0,"Divya Agarwal, Ketika Kapoor",1Crowd
Toddle,unknown,0.0,Collaboration and productivity platform for teachers across the world,2020,unknown,Bengaluru,0.0,"Deepanshu Arora, Parita Parekh",Matrix Partners India
Aesthetic Nutrition,Food diet,0.0,Markets and sells chewable dietary supplements,2020,Pre Series A,unknown,2018.0,Divij Bajaj,DSG Consumer Partners
Capital Float,FinTech,15000000.0,Digital lending,2020,unknown,Bangalore,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
Ninjacart,B2B Agritech,10000000.0,Online grocery delivery platform,2020,Series C,Bangalore,2015.0,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3"
TechnifyBiz,B2B Agritech,2000000.0,Online marketplace for non-perishable food items,2020,Seed Round,unknown,2017.0,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund"
Wysh,E-connect,2000000.0,Celebrity engagement and wishing platform,2020,Series A,Hyderabad,2019.0,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital
Keito,AI,160000.0,Enterprise productivity startup,2020,Seed Round,Pune,2016.0,Amal PS,Suma Soft Pvt Ltd
Klub,FinTech,2000000.0,Provides growth financing to high-affinity brands,2020,Pre seed round,unknown,2019.0,"Anurakt Jain, Ishita Verma",Sequoia Surge
Aadhar,Ecommerce,0.0,Ayurveda wellness and lifestyle consumer brand,2020,Seed Round,Mumbai,2017.0,unknown,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
IncubateHub,Tech hub,0.0,Provides platform for Corporates to connect establish brand presence among innovation community,2020,unknown,Bengaluru,0.0,Rajiv Mukherjee,Venture Catalysts
Rage Coffee,FMCG,0.0,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,2020,unknown,Delhi,0.0,Bharat Sethi,Refex Capital
Skilancer,Technology,0.0,Solar module cleaning system [MCS] providers,2020,unknown,Noida,0.0,Neeraj Kumar,Venture Catalysts
Harappa Education,EdTech,0.0,Provides online courses on foundational skills,2020,unknown,New Delhi,0.0,Pramath Raj Sinha,James Murdoch-led Lupa Systems
Rheo,Entertainment,2000000.0,Online e-sports streaming and community platform,2020,unknown,unknown,0.0,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Medtech,5200000.0,Medical device manufacturer,2020,Series B,Bangalore,0.0,Leo Mavely,Omidyar Network India
Techbooze,Consultancy,15000000.0,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2020,Series A,unknown,0.0,Mr. Subhashis Kar,Space Capital
PayMart,FinTech,0.0,Provides cardless cash withdrawals through small merchants shops,2020,unknown,Chandigarh,2015.0,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
Testbook,EdTech,8400000.0,Helps students prepare online for competitive exams,2020,Series B,unknown,0.0,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar
FabAlley,Ecommerce,1100000.0,Online fashion store,2020,unknown,Noida,2012.0,"Tanvi Malik, Shivani Poddar.",Trifecta Capital
HaikuJAM,unknown,3400000.0,Creative writing mobile platform,2020,unknown,unknown,0.0,Neer Sharma,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,Ecommerce,18300000.0,Online baby and mother care brand,2020,Series A,unknown,0.0,"Ghazal Alagh, Varun Alagh",Sequoia India
